,weight
"X,WQ,X,X,WR,WQB,X,X,X,WR,X,X,X,BH,X,X,X,WK,X,X,X,X,BP,X,X,WH,WP,WP,X,X,X,X,BQ,BH,X,X,WP,X,BP,X,X,X,X,BP,BR,X,X,BQB,BR,BKB,X,BK,X,X,X,X,X,X,X,X,X,X,X,X",1.1338191753015314
"X,WQ,X,X,WR,WQB,X,X,X,WR,X,X,X,BH,X,X,X,WK,X,X,X,X,BP,X,X,WH,WP,WP,X,X,X,X,X,BH,X,X,WP,X,BP,X,X,X,X,BP,BR,X,X,BQB,BR,BKB,X,BK,X,X,X,X,X,X,X,BQ,X,X,X,X",1.030744704819574
"X,X,X,WQ,WR,WQB,X,X,X,WR,X,X,X,BH,X,X,X,WK,X,X,X,X,BP,X,X,WH,WP,WP,X,X,X,X,X,BH,X,X,WP,X,BP,X,X,X,X,BP,BR,X,X,BQB,BR,BKB,X,BK,X,X,X,X,X,X,X,BQ,X,X,X,X",0.9370406407450671
"X,X,X,WQ,WR,WQB,X,X,X,WR,X,X,X,BH,X,X,X,WK,X,X,X,X,BP,X,X,WH,WP,WP,X,X,X,X,X,BH,X,X,WP,X,BP,X,X,X,X,BP,X,X,BR,BQB,BR,BKB,X,BK,X,X,X,X,X,X,X,BQ,X,X,X,X",0.8518551279500609
"X,X,X,WQ,WR,WQB,X,X,X,WR,X,X,X,BH,X,X,X,WK,X,X,X,X,BP,X,X,WH,WP,WP,WP,X,X,X,X,BH,X,X,X,X,BP,X,X,X,X,BP,X,X,BR,BQB,BR,BKB,X,BK,X,X,X,X,X,X,X,BQ,X,X,X,X",0.7744137526818735
"X,X,X,WQ,WR,WQB,X,X,X,WR,X,X,X,BH,X,X,X,WK,X,X,X,X,BP,X,X,WH,WP,WP,WP,X,X,X,X,BH,X,X,X,X,BP,X,BKB,X,X,BP,X,X,BR,BQB,BR,X,X,BK,X,X,X,X,X,X,X,BQ,X,X,X,X",0.7040125024380668
"X,X,X,WQ,WR,WQB,X,X,X,WR,X,X,WP,BH,X,X,X,WK,X,X,X,X,BP,X,X,WH,WP,WP,X,X,X,X,X,BH,X,X,X,X,BP,X,BKB,X,X,BP,X,X,BR,BQB,BR,X,X,BK,X,X,X,X,X,X,X,BQ,X,X,X,X",0.640011365852788
"X,X,X,WQ,WR,WQB,X,X,X,WR,X,X,WP,BH,X,X,X,WK,X,X,X,X,BP,X,X,WH,WP,WP,X,X,X,X,X,BH,X,X,X,X,BP,X,BKB,X,X,BP,X,X,BR,BQB,BR,X,X,X,X,X,X,X,X,X,X,BQ,BK,X,X,X",0.5818285144116253
"X,X,X,WQ,WR,WQB,X,X,WK,WR,X,X,WP,BH,X,X,X,X,X,X,X,X,BP,X,X,WH,WP,WP,X,X,X,X,X,BH,X,X,X,X,BP,X,BKB,X,X,BP,X,X,BR,BQB,BR,X,X,X,X,X,X,X,X,X,X,BQ,BK,X,X,X",0.5289350131014775
"X,X,X,WQ,WR,WQB,X,X,WK,WR,X,X,WP,BH,X,X,X,X,X,X,X,X,X,X,X,WH,WP,WP,X,X,BP,X,X,BH,X,X,X,X,BP,X,BKB,X,X,BP,X,X,BR,BQB,BR,X,X,X,X,X,X,X,X,X,X,BQ,BK,X,X,X",0.480850011910434
"X,X,WQ,X,WR,WQB,X,X,WK,WR,X,X,WP,BH,X,X,X,X,X,X,X,X,X,X,X,WH,WP,WP,X,X,BP,X,X,BH,X,X,X,X,BP,X,BKB,X,X,BP,X,X,BR,BQB,BR,X,X,X,X,X,X,X,X,X,X,BQ,BK,X,X,X",0.4371363744640309
"X,X,WQ,X,WR,WQB,X,X,WK,WR,X,X,WP,BH,X,X,X,X,X,X,X,X,X,X,X,WH,WP,WP,X,X,BP,X,X,BH,X,X,X,X,BP,X,BKB,X,X,BP,X,X,BR,BQB,X,X,X,X,X,X,X,X,BR,X,X,BQ,BK,X,X,X",0.39739670405820987
"X,X,WQ,X,WR,WQB,X,X,WK,WR,X,X,WP,BH,X,X,X,X,X,WH,X,X,X,X,X,BP,WP,WP,X,X,BP,X,X,BH,X,X,X,X,BP,X,BKB,X,X,BP,X,X,BR,BQB,X,X,X,X,X,X,X,X,BR,X,X,BQ,BK,X,X,X",0.36126973096200893
"X,X,WQ,X,WR,WQB,X,X,WK,WR,X,X,WP,BH,X,X,X,X,X,WH,X,X,X,X,X,BP,WP,WP,X,X,BP,X,X,BH,X,X,X,X,BP,X,BKB,X,X,BP,X,X,BR,BQB,X,X,X,BQ,X,X,X,X,BR,X,X,WKB,BK,X,X,X",0.3284270281472808
"X,X,X,X,WR,WQB,X,X,WK,WR,WQ,X,WP,BH,X,X,X,X,X,WH,X,X,X,X,X,BP,WP,WP,X,X,BP,X,X,BH,X,X,X,X,BP,X,BKB,X,X,BP,X,X,BR,BQB,X,X,X,BQ,X,X,X,X,BR,X,X,WKB,BK,X,X,X",0.2985700255884371
"X,X,X,X,WR,WQB,X,X,WK,WR,WQ,X,WP,BH,X,X,X,X,X,WH,X,X,X,X,X,BP,WP,WP,X,X,BP,X,X,BH,X,X,X,X,BP,X,BKB,X,X,BP,X,X,BR,X,X,X,X,BQ,X,X,X,X,BR,X,X,WKB,BK,BQB,X,X",0.2714272959894882
"X,X,X,X,WR,WQB,X,X,WK,WR,WQ,X,WP,BH,X,X,X,X,X,X,X,X,X,X,X,BP,WP,WP,X,X,BP,X,X,BH,X,X,WH,X,BP,X,BKB,X,X,BP,X,X,BR,X,X,X,X,BQ,X,X,X,X,BR,X,X,WKB,BK,BQB,X,X",0.2467520872631711
"X,X,X,X,WR,WQB,X,X,WK,WR,WQ,X,WP,BH,X,X,X,X,X,X,X,X,X,X,X,BP,WP,WP,X,X,BP,X,X,BH,X,X,WH,X,BP,X,BKB,X,X,BP,X,X,BR,BQB,X,X,X,BQ,X,X,X,X,BR,X,X,WKB,BK,X,X,X",0.22432007933015552
"X,X,X,WQ,WR,WQB,X,X,WK,WR,X,X,WP,BH,X,X,X,X,X,X,X,X,X,X,X,BP,WP,WP,X,X,BP,X,X,BH,X,X,WH,X,BP,X,BKB,X,X,BP,X,X,BR,BQB,X,X,X,BQ,X,X,X,X,BR,X,X,WKB,BK,X,X,X",0.2039273448455959
"X,X,X,WQ,WR,WQB,X,X,WK,WR,X,X,WP,BH,X,X,X,X,X,X,X,X,X,X,X,BP,WP,WP,X,X,BP,X,X,BH,X,X,WH,X,BP,X,BKB,X,X,BP,X,X,X,BQB,X,X,X,BQ,X,X,X,X,BR,X,X,WKB,BK,X,BR,X",0.1853884953141781
"WK,X,X,WQ,WR,WQB,X,X,X,WR,X,X,WP,BH,X,X,X,X,X,X,X,X,X,X,X,BP,WP,WP,X,X,BP,X,X,BH,X,X,WH,X,BP,X,BKB,X,X,BP,X,X,X,BQB,X,X,X,BQ,X,X,X,X,BR,X,X,WKB,BK,X,BR,X",0.1685349957401619
"WK,X,X,WQ,WR,WQB,X,X,X,WR,X,X,WP,BH,X,X,X,X,X,X,X,X,X,X,X,BP,WP,WP,X,X,BP,X,X,BH,X,X,WH,X,BP,X,BKB,X,X,BP,X,X,X,X,X,X,X,BQ,X,X,X,X,BR,X,X,WKB,BK,BQB,BR,X",0.15321363249105627
"WK,X,X,WQ,WR,WQB,X,X,X,X,WR,X,WP,BH,X,X,X,X,X,X,X,X,X,X,X,BP,WP,WP,X,X,BP,X,X,BH,X,X,WH,X,BP,X,BKB,X,X,BP,X,X,X,X,X,X,X,BQ,X,X,X,X,BR,X,X,WKB,BK,BQB,BR,X",0.13928512044641478
"WK,X,X,WQ,WR,WQB,X,X,X,X,WR,X,WP,BH,X,X,X,X,X,X,X,X,X,X,X,BP,WP,WP,X,X,BP,X,X,BH,X,X,WH,X,BP,X,BKB,X,X,BP,X,X,X,X,X,X,X,X,X,X,X,X,BR,X,BQ,WKB,BK,BQB,BR,X",0.12662283676946798
"WK,X,X,WQ,WR,X,X,X,X,X,WR,X,WP,BH,WQB,X,X,X,X,X,X,X,X,X,X,BP,WP,WP,X,X,BP,X,X,BH,X,X,WH,X,BP,X,BKB,X,X,BP,X,X,X,X,X,X,X,X,X,X,X,X,BR,X,BQ,WKB,BK,BQB,BR,X",0.11511166979042542
"WK,X,X,WQ,WR,X,X,X,X,X,WR,X,WP,BH,WQB,X,X,X,X,X,X,X,X,X,X,BP,WP,WP,X,X,BP,X,X,BH,X,X,WH,X,X,X,BKB,X,X,BP,X,X,BP,X,X,X,X,X,X,X,X,X,BR,X,BQ,WKB,BK,BQB,BR,X",0.10464697253675037
